Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio,Cluster
471,43,Female,60.6,1.63,180.0,132.0,73.0,0.64,Yoga,30.1,3.3,5,1,22.8,3.0,0.5514018691588785,1.6542056074766354,64.2,0.5514018691588785,1
472,25,Female,46.0,1.6,200.0,156.0,74.0,0.4,Cardio,29.1,2.5,3,0,18.0,7.0,0.6507936507936508,4.555555555555555,83.8,0.6507936507936508,1
473,46,Male,56.3,1.69,172.0,144.0,78.0,0.69,Strength,30.9,3.8,3,0,19.6,6.0,0.7021276595744681,4.212765957446809,163.7,0.7021276595744681,1
474,43,Female,94.2,1.84,180.0,154.0,74.0,0.55,Mixed,25.0,3.5,3,0,27.7,8.0,0.7547169811320755,6.037735849056604,312.8,0.7547169811320755,1
475,27,Female,96.5,1.77,185.0,157.0,74.0,0.3,Mixed,22.2,3.5,2,0,30.9,8.0,0.7477477477477478,5.981981981981982,173.2,0.7477477477477478,1
476,43,Female,53.7,1.63,179.0,165.0,83.0,0.77,HIIT,22.6,3.5,3,0,20.2,9.5,0.8541666666666666,8.114583333333332,335.5,0.8541666666666666,1
477,51,Male,59.1,1.55,181.0,165.0,74.0,0.47,HIIT,26.3,2.6,3,0,24.7,9.5,0.8504672897196262,8.07943925233645,224.4,0.8504672897196262,1
478,58,Female,64.9,1.51,160.0,134.0,73.0,1.16,Strength,28.1,3.8,3,0,28.4,6.0,0.7011494252873564,4.206896551724138,316.7,0.7011494252873564,1
479,24,Male,71.9,1.81,198.0,152.0,65.0,0.7,Cardio,18.5,2.8,6,2,21.9,7.0,0.6541353383458647,4.578947368421053,230.5,0.6541353383458647,0
480,21,Female,67.0,1.58,196.0,161.0,55.0,1.34,Mixed,19.5,5.1,6,2,26.7,8.0,0.75177304964539,6.01418439716312,540.0,0.75177304964539,0
481,28,Female,64.8,1.65,193.0,163.0,74.0,0.69,Mixed,38.5,4.5,3,0,23.9,8.0,0.7478991596638656,5.983193277310924,267.5,0.7478991596638656,1
482,46,Male,94.4,1.81,180.0,162.0,61.0,1.41,HIIT,20.1,3.7,6,3,28.8,9.5,0.8487394957983193,8.063025210084033,1073.2,0.8487394957983193,0
483,53,Male,43.5,1.52,170.0,141.0,75.0,1.23,Strength,17.8,4.5,5,2,18.9,6.0,0.6947368421052632,4.16842105263158,223.0,0.6947368421052632,0
484,42,Female,65.5,1.83,177.0,142.0,75.0,0.63,Cardio,27.9,2.8,2,0,19.6,7.0,0.6568627450980392,4.598039215686274,189.7,0.6568627450980392,1
485,38,Male,68.8,1.65,181.0,145.0,77.0,0.55,Cardio,19.6,3.1,2,0,25.1,7.0,0.6538461538461539,4.576923076923077,173.2,0.6538461538461539,1
486,53,Male,59.7,1.57,161.0,148.0,77.0,0.72,HIIT,23.7,3.5,3,0,24.4,9.5,0.8452380952380952,8.029761904761905,345.2,0.8452380952380952,1
487,27,Female,65.1,1.66,198.0,155.0,76.0,1.24,Cardio,18.5,3.1,7,2,23.8,7.0,0.6475409836065574,4.532786885245902,365.9,0.6475409836065574,0
488,54,Female,68.0,1.61,170.0,143.0,80.0,0.51,Strength,21.9,3.1,3,0,26.3,6.0,0.7,4.199999999999999,145.7,0.7,1
489,26,Female,60.3,1.72,188.0,158.0,68.0,0.76,Mixed,27.0,4.7,3,0,20.3,8.0,0.75,6.0,275.0,0.75,1
490,41,Male,48.3,1.62,180.0,164.0,76.0,0.75,HIIT,22.2,3.5,4,1,18.5,9.5,0.8461538461538461,8.038461538461538,291.2,0.8461538461538461,1
491,52,Female,48.8,1.49,163.0,127.0,60.0,0.9,Cardio,25.1,2.8,5,2,22.0,7.0,0.6504854368932039,4.553398058252427,200.0,0.6504854368932039,0
492,52,Female,61.7,1.66,166.0,142.0,72.0,0.79,Mixed,35.0,3.7,3,0,22.4,8.0,0.7446808510638298,5.957446808510638,290.4,0.7446808510638298,1
493,53,Male,54.5,1.54,171.0,123.0,64.0,0.95,Yoga,20.1,3.7,5,1,22.9,3.0,0.5514018691588785,1.6542056074766354,85.6,0.5514018691588785,0
494,35,Male,84.1,1.7,190.0,174.0,84.0,0.38,HIIT,25.6,2.9,2,0,29.1,9.5,0.8490566037735849,8.066037735849058,257.8,0.8490566037735849,1
495,56,Female,66.0,1.56,168.0,154.0,76.0,0.88,HIIT,20.1,3.5,4,1,27.1,9.5,0.8478260869565217,8.054347826086957,467.8,0.8478260869565217,1
496,49,Male,69.5,1.63,170.0,128.0,76.0,0.73,Yoga,21.9,3.3,3,1,26.1,3.0,0.5531914893617021,1.6595744680851063,84.2,0.5531914893617021,1
497,41,Male,71.8,1.7,181.0,149.0,75.0,0.48,Strength,24.4,3.3,5,1,24.9,6.0,0.6981132075471698,4.188679245283018,144.4,0.6981132075471698,1
498,40,Male,61.3,1.66,176.0,161.0,73.0,1.01,HIIT,17.4,3.2,3,1,22.3,9.5,0.8543689320388349,8.116504854368932,502.5,0.8543689320388349,1
499,49,Female,59.8,1.71,175.0,149.0,73.0,1.19,Mixed,21.4,4.8,2,0,20.6,8.0,0.7450980392156863,5.96078431372549,424.2,0.7450980392156863,1
500,54,Female,58.7,1.75,166.0,143.0,76.0,0.47,Mixed,27.3,3.5,2,0,19.2,8.0,0.7444444444444445,5.955555555555556,164.3,0.7444444444444445,1
501,29,Female,51.9,1.56,189.0,171.0,72.0,0.68,HIIT,28.3,3.0,2,0,21.2,9.5,0.8461538461538461,8.038461538461538,283.7,0.8461538461538461,1
502,30,Male,66.7,1.67,186.0,152.0,71.0,0.47,Strength,19.1,3.4,3,0,23.8,6.0,0.7043478260869566,4.22608695652174,132.5,0.7043478260869566,1
503,40,Female,40.7,1.45,183.0,133.0,72.0,1.08,Yoga,32.2,4.3,3,0,19.4,3.0,0.5495495495495496,1.648648648648649,72.5,0.5495495495495496,1
504,42,Female,71.7,1.7,177.0,163.0,85.0,0.33,HIIT,21.8,3.2,2,0,24.7,9.5,0.8478260869565217,8.054347826086957,190.6,0.8478260869565217,1
505,52,Male,63.2,1.65,166.0,151.0,68.0,0.66,HIIT,18.1,3.1,3,1,23.2,9.5,0.8469387755102041,8.045918367346939,335.6,0.8469387755102041,1
506,58,Male,56.1,1.58,160.0,136.0,80.0,0.51,Strength,23.9,3.2,2,0,22.4,6.0,0.7,4.199999999999999,120.2,0.7,1
507,47,Female,83.9,1.71,167.0,138.0,70.0,1.35,Strength,20.4,4.6,5,3,28.6,6.0,0.7010309278350515,4.2061855670103085,476.4,0.7010309278350515,0
508,34,Male,58.1,1.8,187.0,156.0,64.0,1.23,Mixed,14.4,4.8,6,3,18.0,8.0,0.7479674796747967,5.983739837398374,427.6,0.7479674796747967,0
509,37,Female,59.9,1.63,184.0,150.0,71.0,0.48,Strength,24.5,3.1,2,0,22.5,6.0,0.6991150442477876,4.1946902654867255,120.6,0.6991150442477876,1
510,42,Female,45.2,1.59,171.0,145.0,66.0,0.65,Mixed,20.6,4.1,5,1,18.0,8.0,0.7523809523809524,6.019047619047619,176.8,0.7523809523809524,0
511,39,Female,71.8,1.7,176.0,158.0,61.0,0.9,HIIT,23.1,3.5,7,3,25.0,9.5,0.8434782608695652,8.013043478260869,517.8,0.8434782608695652,0
512,30,Male,64.7,1.55,182.0,152.0,81.0,0.8,Strength,18.0,3.5,5,1,27.0,6.0,0.7029702970297029,4.217821782178218,218.3,0.7029702970297029,1
513,36,Male,48.4,1.61,190.0,155.0,72.0,0.92,Strength,14.4,3.7,4,2,18.6,6.0,0.7033898305084746,4.220338983050848,187.9,0.7033898305084746,0
514,53,Female,62.1,1.8,170.0,124.0,68.0,0.87,Yoga,14.3,4.2,6,2,19.1,3.0,0.5490196078431373,1.647058823529412,89.0,0.5490196078431373,0
515,29,Female,51.2,1.69,197.0,162.0,59.0,1.58,Mixed,15.3,5.199999999999999,7,3,18.0,8.0,0.7463768115942029,5.971014492753623,483.0,0.7463768115942029,0
516,58,Female,54.0,1.49,170.0,147.0,77.0,0.51,Mixed,27.5,3.8,3,0,24.3,8.0,0.7526881720430108,6.021505376344086,165.8,0.7526881720430108,1
517,36,Female,51.0,1.5,186.0,153.0,76.0,1.04,Strength,27.5,4.2,3,0,22.6,6.0,0.7,4.199999999999999,222.8,0.7,1
518,29,Male,65.8,1.7,191.0,173.0,76.0,0.63,HIIT,19.7,3.1,2,0,22.9,9.5,0.8434782608695652,8.013043478260869,332.2,0.8434782608695652,1
519,26,Female,70.3,1.77,195.0,156.0,66.0,0.55,Strength,14.9,3.4,3,1,22.5,6.0,0.6976744186046512,4.186046511627907,161.9,0.6976744186046512,1
520,24,Female,46.3,1.52,193.0,161.0,66.0,0.84,Mixed,24.9,4.3,4,1,20.1,8.0,0.7480314960629921,5.984251968503937,232.7,0.7480314960629921,1
521,45,Male,84.9,1.72,171.0,129.0,77.0,0.74,Yoga,25.3,3.7,2,0,28.5,3.0,0.5531914893617021,1.6595744680851063,104.3,0.5531914893617021,1
522,31,Female,82.5,1.81,187.0,157.0,69.0,0.49,Mixed,27.0,3.4,3,0,25.1,8.0,0.7457627118644068,5.966101694915254,241.2,0.7457627118644068,1
523,48,Female,67.3,1.87,171.0,154.0,62.0,1.14,HIIT,22.8,4.0,4,2,19.3,9.5,0.8440366972477065,8.018348623853212,615.2,0.8440366972477065,0
524,36,Female,62.2,1.71,176.0,161.0,75.0,0.28,HIIT,32.0,2.5,2,0,21.2,9.5,0.8514851485148515,8.089108910891088,140.9,0.8514851485148515,1
525,33,Female,61.4,1.73,181.0,132.0,72.0,0.68,Yoga,30.9,3.4,5,1,20.5,3.0,0.5504587155963303,1.651376146788991,68.9,0.5504587155963303,1
526,22,Female,63.7,1.47,192.0,173.0,71.0,1.14,HIIT,11.6,3.5,4,2,29.6,9.5,0.8429752066115702,8.008264462809917,581.5,0.8429752066115702,0
527,52,Male,95.9,1.89,161.0,147.0,64.0,1.06,HIIT,22.4,3.8,4,1,26.8,9.5,0.8556701030927835,8.128865979381443,826.3,0.8556701030927835,0
528,29,Male,61.8,1.62,194.0,150.0,69.0,0.57,Cardio,19.1,2.4,2,0,23.5,7.0,0.648,4.5360000000000005,159.8,0.648,1
529,42,Male,77.6,1.59,176.0,149.0,67.0,1.2,Mixed,20.6,4.7,7,3,30.8,8.0,0.7522935779816514,6.018348623853211,560.4,0.7522935779816514,0
530,38,Male,81.6,1.65,181.0,166.0,83.0,0.73,HIIT,34.2,3.3,2,0,29.8,9.5,0.8469387755102041,8.045918367346939,479.3,0.8469387755102041,1
531,53,Female,77.4,1.83,169.0,131.0,60.0,1.07,Cardio,30.1,3.4,6,2,23.1,7.0,0.6513761467889908,4.559633027522936,377.6,0.6513761467889908,0
532,40,Male,80.7,1.9,184.0,153.0,61.0,1.07,Mixed,9.6,4.1,7,2,22.4,8.0,0.7479674796747967,5.983739837398374,516.7,0.7479674796747967,0
533,33,Male,64.6,1.69,189.0,148.0,73.0,0.88,Cardio,27.8,2.9,4,1,22.6,7.0,0.646551724137931,4.525862068965518,257.3,0.646551724137931,1
534,56,Male,64.0,1.78,172.0,137.0,70.0,0.77,Cardio,16.6,3.2,4,1,20.2,7.0,0.6568627450980392,4.598039215686274,226.6,0.6568627450980392,1
535,59,Male,87.8,1.68,161.0,134.0,70.0,0.82,Strength,23.3,3.5,3,1,30.9,6.0,0.7032967032967034,4.21978021978022,303.8,0.7032967032967034,1
536,56,Male,49.6,1.58,165.0,118.0,61.0,1.29,Yoga,13.0,4.7,5,2,20.0,3.0,0.5480769230769231,1.6442307692307694,105.2,0.5480769230769231,0
537,31,Male,91.8,1.83,186.0,148.0,79.0,0.49,Cardio,21.3,2.5,3,0,27.5,7.0,0.6448598130841121,4.5140186915887845,203.0,0.6448598130841121,1
538,48,Male,70.0,1.62,163.0,148.0,69.0,0.91,HIIT,21.8,3.4,3,1,26.8,9.5,0.8404255319148937,7.98404255319149,508.6,0.8404255319148937,1
539,22,Male,76.6,1.83,198.0,142.0,74.0,0.37,Yoga,35.0,3.4,3,0,22.8,3.0,0.5483870967741935,1.6451612903225803,46.6,0.5483870967741935,1
540,52,Female,102.3,1.81,172.0,131.0,55.0,1.12,Cardio,18.1,4.0,7,3,31.2,7.0,0.6495726495726496,4.547008547008547,521.0,0.6495726495726496,0
541,40,Male,54.6,1.74,176.0,159.0,64.0,0.89,HIIT,13.1,3.4,7,3,18.0,9.5,0.8482142857142857,8.058035714285714,391.6,0.8482142857142857,0
542,46,Female,82.2,1.86,171.0,155.0,63.0,0.91,HIIT,18.0,3.2,7,2,23.7,9.5,0.8518518518518519,8.092592592592593,605.3,0.8518518518518519,0
543,28,Male,79.6,1.9,197.0,152.0,70.0,0.45,Cardio,18.7,2.2,3,1,22.0,7.0,0.6456692913385826,4.519685039370079,161.9,0.6456692913385826,1
544,35,Male,77.0,1.66,185.0,148.0,81.0,0.59,Cardio,26.4,2.3,2,0,27.8,7.0,0.6442307692307693,4.509615384615385,204.9,0.6442307692307693,1
545,29,Male,65.0,1.6,186.0,144.0,65.0,1.03,Cardio,31.8,3.2,4,1,25.4,7.0,0.6528925619834711,4.570247933884298,306.0,0.6528925619834711,1
546,26,Female,40.2,1.49,189.0,158.0,65.0,0.84,Mixed,11.5,4.2,5,2,18.0,8.0,0.75,6.0,202.6,0.75,0
547,27,Female,104.5,1.9,196.0,149.0,62.0,1.18,Cardio,16.8,3.5,3,1,29.0,7.0,0.6492537313432836,4.544776119402985,560.4,0.6492537313432836,0
548,34,Male,69.4,1.64,185.0,132.0,67.0,0.65,Yoga,26.0,3.4,5,1,25.9,3.0,0.5508474576271186,1.652542372881356,74.5,0.5508474576271186,1
549,55,Female,63.9,1.79,164.0,136.0,71.0,1.01,Strength,22.1,3.7,6,2,19.9,6.0,0.6989247311827957,4.193548387096774,270.6,0.6989247311827957,0
550,24,Male,58.3,1.61,189.0,146.0,67.0,0.72,Cardio,25.3,2.7,2,0,22.6,7.0,0.6475409836065574,4.532786885245902,190.3,0.6475409836065574,1
551,30,Female,63.2,1.83,192.0,146.0,61.0,1.28,Cardio,8.0,3.4,6,3,18.8,7.0,0.648854961832061,4.541984732824427,367.4,0.648854961832061,0
552,57,Female,60.4,1.61,168.0,146.0,78.0,0.82,Mixed,22.0,4.6,5,1,23.3,8.0,0.7555555555555555,6.044444444444444,299.4,0.7555555555555555,1
553,59,Female,59.9,1.56,159.0,123.0,78.0,0.45,Yoga,34.5,4.0,2,0,24.6,3.0,0.5555555555555556,1.6666666666666667,44.9,0.5555555555555556,1
554,26,Male,62.4,1.66,196.0,176.0,62.0,0.77,HIIT,14.5,3.3,4,2,22.7,9.5,0.8507462686567164,8.082089552238806,388.3,0.8507462686567164,0
555,44,Female,58.7,1.63,174.0,132.0,55.0,0.94,Cardio,14.0,3.6,7,3,22.2,7.0,0.6470588235294118,4.529411764705882,249.9,0.6470588235294118,0
556,19,Female,54.5,1.74,204.0,182.0,60.0,0.87,HIIT,24.8,3.8,3,1,18.0,9.5,0.8472222222222222,8.04861111111111,381.6,0.8472222222222222,1
557,22,Male,71.1,1.67,200.0,164.0,78.0,0.94,Strength,19.4,3.2,5,1,25.3,6.0,0.7049180327868853,4.229508196721311,282.7,0.7049180327868853,1
558,46,Female,54.7,1.74,172.0,134.0,63.0,1.0,Cardio,21.1,3.7,4,2,18.0,7.0,0.6513761467889908,4.559633027522936,249.4,0.6513761467889908,0
559,54,Male,65.7,1.65,155.0,125.0,55.0,1.32,Strength,8.0,4.3,7,3,24.1,6.0,0.7,4.199999999999999,364.2,0.7,0
560,55,Male,46.9,1.61,161.0,145.0,55.0,1.06,HIIT,18.4,3.9,5,3,18.0,9.5,0.8490566037735849,8.066037735849058,401.0,0.8490566037735849,0
561,36,Female,63.6,1.62,186.0,145.0,70.0,0.64,Cardio,31.5,2.7,3,0,24.2,7.0,0.646551724137931,4.525862068965518,184.2,0.646551724137931,1
562,25,Male,85.1,1.88,199.0,153.0,68.0,0.78,Cardio,19.8,3.3,4,1,24.0,7.0,0.648854961832061,4.541984732824427,301.5,0.648854961832061,1
563,18,Female,74.2,1.7,199.0,144.0,77.0,1.06,Yoga,12.9,4.1,6,2,25.6,3.0,0.5491803278688525,1.6475409836065575,129.6,0.5491803278688525,0
564,39,Female,60.3,1.48,188.0,137.0,75.0,1.19,Yoga,17.8,4.0,4,1,27.4,3.0,0.5486725663716814,1.646017699115044,118.1,0.5486725663716814,0
565,34,Male,74.7,1.63,193.0,151.0,72.0,1.11,Cardio,20.5,3.4,3,1,28.2,7.0,0.6528925619834711,4.570247933884298,379.0,0.6528925619834711,1
566,24,Female,51.4,1.69,199.0,162.0,76.0,1.09,Strength,25.5,4.0,4,1,18.0,6.0,0.6991869918699187,4.195121951219512,235.0,0.6991869918699187,1
567,42,Female,82.6,1.86,172.0,149.0,79.0,0.75,Mixed,22.6,4.2,3,1,23.8,8.0,0.7526881720430108,6.021505376344086,373.0,0.7526881720430108,1
568,21,Male,101.9,1.78,203.0,165.0,78.0,0.31,Strength,20.3,2.8,3,0,32.0,6.0,0.696,4.176,131.9,0.696,1
569,53,Male,61.7,1.59,164.0,127.0,82.0,0.69,Yoga,25.0,3.6,2,0,24.5,3.0,0.5487804878048781,1.6463414634146345,70.1,0.5487804878048781,1
570,23,Female,74.6,1.9,194.0,137.0,67.0,0.88,Yoga,29.4,3.7,3,1,20.7,3.0,0.5511811023622047,1.6535433070866143,108.6,0.5511811023622047,1
571,48,Male,66.6,1.68,174.0,147.0,66.0,0.77,Mixed,20.4,4.1,4,1,23.7,8.0,0.75,6.0,307.7,0.75,0
572,36,Male,73.2,1.8,186.0,127.0,55.0,1.13,Yoga,9.1,4.4,7,3,22.5,3.0,0.549618320610687,1.6488549618320612,136.4,0.549618320610687,0
573,56,Male,47.2,1.56,166.0,126.0,76.0,0.28,Yoga,22.8,3.0,2,0,19.3,3.0,0.5555555555555556,1.6666666666666667,22.0,0.5555555555555556,1
574,44,Male,57.8,1.45,179.0,162.0,62.0,0.59,HIIT,31.8,3.2,2,0,27.5,9.5,0.8547008547008547,8.11965811965812,276.9,0.8547008547008547,1
575,27,Female,62.4,1.54,193.0,161.0,67.0,1.04,Mixed,18.3,4.0,6,3,26.3,8.0,0.746031746031746,5.968253968253968,387.3,0.746031746031746,0
576,43,Female,39.2,1.45,170.0,124.0,68.0,0.71,Yoga,22.2,4.2,4,1,18.7,3.0,0.5490196078431373,1.647058823529412,45.8,0.5490196078431373,1
577,36,Male,84.5,1.89,194.0,160.0,79.0,0.31,Strength,24.9,2.9,2,0,23.6,6.0,0.7043478260869566,4.22608695652174,110.7,0.7043478260869566,1
578,56,Female,62.9,1.7,162.0,114.0,55.0,1.16,Yoga,18.0,4.2,6,3,21.7,3.0,0.5514018691588785,1.6542056074766354,120.7,0.5514018691588785,0
579,20,Male,45.4,1.59,196.0,152.0,71.0,0.98,Cardio,20.3,3.2,4,2,18.0,7.0,0.648,4.5360000000000005,201.8,0.648,0
580,30,Male,54.6,1.73,184.0,157.0,77.0,0.84,Mixed,20.7,4.2,3,1,18.3,8.0,0.7476635514018691,5.981308411214953,274.3,0.7476635514018691,1
581,45,Female,54.7,1.7,176.0,141.0,61.0,0.85,Strength,13.9,3.4,7,3,18.9,6.0,0.6956521739130435,4.173913043478261,194.1,0.6956521739130435,0
582,37,Female,72.1,1.74,183.0,146.0,78.0,0.64,Cardio,29.6,2.7,2,0,23.8,7.0,0.6476190476190476,4.533333333333333,209.2,0.6476190476190476,1
583,45,Female,71.9,1.8,174.0,136.0,65.0,0.65,Cardio,23.4,2.5,5,1,22.2,7.0,0.6513761467889908,4.559633027522936,213.1,0.6513761467889908,1
584,25,Female,55.0,1.65,202.0,182.0,65.0,0.81,HIIT,15.8,2.8,4,2,20.2,9.5,0.8540145985401459,8.113138686131386,361.4,0.8540145985401459,0
585,58,Male,56.9,1.59,165.0,152.0,75.0,1.11,HIIT,20.7,4.0,3,1,22.4,9.5,0.8555555555555555,8.127777777777778,513.3,0.8555555555555555,1
586,56,Male,83.9,1.76,159.0,129.0,58.0,1.48,Strength,9.1,4.7,6,3,27.0,6.0,0.7029702970297029,4.217821782178218,523.7,0.7029702970297029,0
587,18,Female,78.8,1.76,205.0,174.0,83.0,0.75,Mixed,23.5,4.0,3,0,25.4,8.0,0.7459016393442623,5.967213114754099,352.7,0.7459016393442623,1
588,20,Male,80.0,1.69,192.0,155.0,66.0,0.55,Strength,23.0,3.3,3,0,28.0,6.0,0.7063492063492064,4.238095238095238,186.5,0.7063492063492064,1
589,30,Female,83.1,1.9,189.0,147.0,68.0,1.09,Cardio,27.0,3.4,4,1,23.1,7.0,0.6528925619834711,4.570247933884298,414.0,0.6528925619834711,1
590,45,Female,81.4,1.64,171.0,154.0,55.0,1.18,HIIT,16.9,3.2,4,2,30.4,9.5,0.853448275862069,8.107758620689655,778.8,0.853448275862069,0
591,42,Female,64.2,1.59,180.0,144.0,77.0,0.74,Cardio,38.7,2.4,3,0,25.4,7.0,0.6504854368932039,4.553398058252427,216.3,0.6504854368932039,1
592,50,Male,65.4,1.72,173.0,138.0,74.0,0.58,Cardio,28.2,3.6,2,0,22.0,7.0,0.6464646464646465,4.525252525252526,171.7,0.6464646464646465,1
593,55,Male,63.4,1.61,163.0,147.0,59.0,1.35,HIIT,8.0,4.2,7,3,24.4,9.5,0.8461538461538461,8.038461538461538,688.0,0.8461538461538461,0
594,23,Female,56.9,1.73,202.0,181.0,64.0,1.24,HIIT,10.7,3.4,7,3,19.0,9.5,0.8478260869565217,8.054347826086957,568.3,0.8478260869565217,0
595,49,Female,58.1,1.6,172.0,147.0,74.0,0.36,Mixed,31.3,3.3,3,0,22.8,8.0,0.7448979591836735,5.959183673469388,124.6,0.7448979591836735,1
596,38,Female,69.2,1.64,189.0,152.0,84.0,1.1,Cardio,21.0,3.3,3,1,25.7,7.0,0.6476190476190476,4.533333333333333,345.1,0.6476190476190476,1
597,33,Female,92.4,1.87,192.0,174.0,74.0,0.78,HIIT,19.9,3.1,5,1,26.4,9.5,0.847457627118644,8.050847457627118,580.2,0.847457627118644,1
598,38,Male,60.1,1.64,180.0,144.0,60.0,1.02,Strength,9.0,4.1,7,3,22.4,6.0,0.7,4.199999999999999,257.5,0.7,0
599,28,Male,89.4,1.6,197.0,152.0,67.0,0.99,Cardio,17.8,3.9,5,1,34.9,7.0,0.6538461538461539,4.576923076923077,405.1,0.6538461538461539,0
600,54,Female,75.3,1.8,163.0,137.0,60.0,1.03,Mixed,19.8,4.8,6,2,23.3,8.0,0.7475728155339806,5.980582524271845,463.8,0.7475728155339806,0
601,53,Female,44.6,1.57,170.0,143.0,62.0,1.02,Mixed,16.8,4.1,7,3,18.0,8.0,0.75,6.0,273.0,0.75,0
602,52,Male,74.9,1.61,171.0,134.0,67.0,0.82,Cardio,18.9,3.1,3,1,28.9,7.0,0.6442307692307693,4.509615384615385,277.0,0.6442307692307693,1
603,36,Female,79.8,1.74,181.0,136.0,80.0,1.01,Yoga,22.3,3.9,2,0,26.4,3.0,0.5544554455445545,1.6633663366336635,134.1,0.5544554455445545,1
604,37,Male,78.4,1.77,173.0,137.0,70.0,1.04,Cardio,20.3,3.3,4,1,24.9,7.0,0.6504854368932039,4.553398058252427,371.3,0.6504854368932039,1
605,35,Male,71.9,1.8,192.0,153.0,60.0,1.36,Strength,20.4,4.2,6,3,22.1,6.0,0.7045454545454546,4.227272727272728,413.4,0.7045454545454546,0
606,58,Female,65.9,1.61,164.0,141.0,71.0,0.83,Mixed,25.2,4.3,3,1,25.6,8.0,0.7526881720430108,6.021505376344086,329.4,0.7526881720430108,1
607,31,Male,92.2,1.74,189.0,170.0,59.0,0.61,HIIT,13.6,3.1,5,3,30.5,9.5,0.8538461538461538,8.111538461538462,456.2,0.8538461538461538,0
608,32,Male,66.2,1.63,188.0,169.0,61.0,1.47,HIIT,9.1,3.8,6,3,24.8,9.5,0.8503937007874016,8.078740157480315,786.2,0.8503937007874016,0
609,48,Male,47.5,1.62,177.0,143.0,80.0,1.11,Cardio,19.7,3.4,4,1,18.1,7.0,0.6494845360824743,4.546391752577319,239.7,0.6494845360824743,1
610,18,Male,58.3,1.8,205.0,185.0,73.0,0.46,HIIT,22.7,3.3,4,1,18.0,9.5,0.8484848484848485,8.06060606060606,216.2,0.8484848484848485,1
611,20,Female,67.4,1.63,205.0,156.0,67.0,0.98,Cardio,20.3,3.4,7,2,25.5,7.0,0.644927536231884,4.5144927536231885,298.2,0.644927536231884,0
612,33,Male,58.5,1.71,189.0,139.0,79.0,0.41,Yoga,29.0,3.1,3,0,20.1,3.0,0.5454545454545454,1.6363636363636362,39.2,0.5454545454545454,1
613,40,Male,67.9,1.7,181.0,165.0,69.0,1.11,HIIT,24.9,3.9,5,1,23.6,9.5,0.8571428571428571,8.142857142857142,613.7,0.8571428571428571,0
614,28,Male,51.4,1.57,194.0,157.0,70.0,0.92,Strength,27.4,3.2,3,0,20.8,6.0,0.7016129032258065,4.209677419354839,199.1,0.7016129032258065,1
615,29,Female,64.6,1.78,186.0,147.0,55.0,0.48,Strength,13.7,3.1,4,2,20.5,6.0,0.7022900763358778,4.213740458015267,130.7,0.7022900763358778,0
616,27,Female,63.1,1.74,196.0,161.0,55.0,1.61,Mixed,19.1,5.199999999999999,6,3,20.9,8.0,0.75177304964539,6.01418439716312,611.0,0.75177304964539,0
617,49,Female,46.7,1.48,164.0,152.0,79.0,0.52,HIIT,29.0,2.9,3,0,21.3,9.5,0.8588235294117647,8.158823529411764,198.1,0.8588235294117647,1
618,33,Male,79.0,1.71,189.0,146.0,67.0,0.62,Cardio,21.6,2.3,7,2,27.1,7.0,0.6475409836065574,4.532786885245902,222.0,0.6475409836065574,0
619,25,Female,67.5,1.6,193.0,137.0,69.0,0.83,Yoga,28.4,3.2,4,1,26.3,3.0,0.5483870967741935,1.6451612903225803,92.2,0.5483870967741935,1
620,55,Female,61.4,1.79,169.0,142.0,77.0,1.04,Strength,21.3,4.0,6,2,19.2,6.0,0.7065217391304348,4.239130434782609,270.7,0.7065217391304348,0
621,29,Female,46.5,1.54,193.0,161.0,65.0,0.9,Mixed,17.0,4.0,4,2,19.7,8.0,0.75,6.0,251.1,0.75,0
622,41,Male,69.0,1.64,177.0,137.0,63.0,0.81,Cardio,23.5,2.7,2,0,25.5,7.0,0.6491228070175439,4.543859649122807,254.0,0.6491228070175439,1
623,45,Female,83.1,1.72,170.0,143.0,79.0,0.51,Strength,30.5,3.1,2,0,28.2,6.0,0.7032967032967034,4.21978021978022,178.8,0.7032967032967034,1
624,25,Female,80.0,1.69,202.0,184.0,81.0,0.34,HIIT,27.4,2.5,2,0,28.1,9.5,0.8512396694214877,8.086776859504132,220.0,0.8512396694214877,1
625,45,Female,61.7,1.76,175.0,147.0,64.0,1.58,Mixed,14.7,5.199999999999999,5,3,20.0,8.0,0.7477477477477478,5.981981981981982,583.2,0.7477477477477478,0
626,53,Male,65.3,1.53,176.0,151.0,76.0,0.68,Mixed,18.7,4.7,5,1,28.0,8.0,0.75,6.0,266.4,0.75,1
627,43,Male,61.3,1.85,171.0,130.0,55.0,1.33,Cardio,11.7,3.4,7,3,18.0,7.0,0.646551724137931,4.525862068965518,369.0,0.646551724137931,0
628,25,Female,69.6,1.73,194.0,163.0,70.0,0.79,Mixed,28.5,3.8,4,1,23.2,8.0,0.75,6.0,329.9,0.75,1
629,45,Female,85.6,1.82,164.0,134.0,66.0,0.93,Strength,22.3,3.4,5,1,25.9,6.0,0.6938775510204082,4.163265306122449,331.4,0.6938775510204082,0
